latitude,longitude,timestamp,ir_band_1,ir_band_2,ir_band_3,temperature,vegetation_index,wind_speed,wind_direction,humidity,elevation,slope,land_use,distance_to_urban,cloud_cover,fire_detected
71.49883643,144.1505006,21-11-2022 04:51,44.92770943,60.64290597,1.379557742,260.8829257,0.266202915,6.780595821,125.7154469,72.59556789,3588.44104,79.83777818,forest,32101.58231,8.4139965,0
29.43031844,-178.1778298,07-09-2022 02:18,37.20852615,72.09399243,46.20911878,525.5241383,-0.678383897,10.97467579,249.0822712,65.19612595,897.0772378,64.09612992,forest,24694.68576,17.88227092,0
1.586533831,49.07974255,02-06-2022 08:52,9.76214939,72.24521153,42.11585437,214.5895799,-0.499076363,11.79741695,352.401429,48.6742153,3624.395151,39.0954929,wetlands,25131.85466,57.69038846,0
26.18501326,-116.2401554,02-07-2022 10:59,57.5346256,130.5697019,178.6366547,907.3899428,0.880917169,19.07857154,329.3511805,37.01587003,61.82646612,83.54867063,forest,27638.24834,57.22924692,1
-2.64962263,-45.83272785,12-05-2022 22:43,42.43348975,13.66213314,106.3366495,531.6919861,-0.210617066,16.88426281,334.8060605,7.041613085,835.6748705,60.40291651,grassland,12708.18245,29.52905884,0
-36.62817414,-28.87889168,07-12-2022 21:17,21.92370615,67.20261353,49.22290012,293.02497,-0.487586113,12.23027422,29.37390494,0.518486277,2511.57766,17.48465582,agriculture,44330.85745,2.761677187,0
86.7313599,122.0160607,19-05-2022 00:57,42.10115375,19.4380034,61.70308576,619.7073265,0.720809237,5.00502721,13.98050439,30.32655147,2148.329709,29.39861176,wetlands,13577.14579,96.52518304,0
-65.09644336,-132.211648,25-01-2022 04:47,34.7987103,40.89529444,25.99414801,293.8622256,0.939073734,14.29190208,14.78430604,39.88209014,1734.08295,66.96383787,grassland,1267.537171,96.26484147,0
-44.95627833,17.72159929,01-06-2022 11:53,37.89230552,1.439348863,17.41089608,227.6015852,0.429191845,13.20394753,100.7762029,95.48652807,2951.587667,49.89186473,wetlands,20980.00312,24.77309895,0
-82.66881558,127.9658102,22-07-2022 11:21,2.265200489,37.46126146,93.87898736,501.8817551,0.407315719,9.483476582,35.22029783,49.16158751,1893.887083,15.58816829,wetlands,19925.23672,61.58500981,0
64.16817141,57.12970738,05-06-2022 21:25,27.28083947,94.14648088,57.91539567,776.7143383,-0.674131146,1.411374948,231.2709402,2.651131054,2343.102325,84.62072173,agriculture,19408.49631,64.32882184,0
72.96311555,-109.5151915,24-03-2022 09:50,14.09273874,11.81648276,104.5105748,577.3657081,-0.861277398,2.015560028,6.559857235,9.444296076,2732.027094,6.406978361,wetlands,42243.76555,2.327193574,0
67.94496243,84.62557577,20-01-2022 10:10,46.53786628,85.84127518,64.34910411,650.5226407,0.606961861,5.640691451,63.87823576,75.06147516,3227.338957,89.14546278,agriculture,18600.90429,77.64129607,0
45.81771734,-142.8754072,11-08-2022 20:18,47.84004426,67.67699044,72.37814245,495.8153947,0.805105813,10.10504745,297.5246878,32.0049601,3582.092914,35.02815109,agriculture,47927.07484,84.71431441,0
-75.00880598,-146.986507,07-03-2022 12:48,22.07652507,88.77041828,52.63725188,270.2402099,0.204881852,11.07406105,76.58204221,94.61945429,3125.184202,10.21181418,wetlands,24721.01524,5.755876002,0
-64.26149723,94.14382742,08-04-2022 10:16,29.06527086,86.3138522,132.0539953,342.0111162,0.236436127,2.022453522,30.2784502,70.09691315,291.0520255,73.96740534,grassland,7330.241085,51.33261687,0
73.38486714,33.07994598,24-11-2022 18:58,23.4330321,5.630327568,17.82268744,270.5157481,-0.299563507,14.16362391,173.4001157,37.79875901,2820.337457,22.3851739,urban,5559.874115,49.26251043,0
26.85785438,88.57615654,01-02-2022 00:43,44.55715568,52.77011091,148.9447194,244.2779388,0.16673753,19.24345097,134.9534086,28.57120863,3474.396513,20.12362547,grassland,607.7237345,96.98788267,0
9.693771192,168.9489128,19-04-2022 16:52,19.72608993,10.67560659,50.34900972,301.8079423,0.046195688,12.58797276,250.469528,45.45410648,2510.23232,52.58828807,forest,45762.71708,95.87024074,0
26.4327051,-40.22338176,25-06-2022 09:49,8.130846967,91.09271845,123.3805864,769.879948,-0.541210509,5.318758499,129.7242343,25.99498629,1812.963387,2.9084356,forest,15476.38081,81.37950197,0
40.62951151,40.82947054,22-07-2022 11:22,37.478915,39.2989449,124.3746331,541.4488815,-0.163513927,18.65456967,311.7830002,4.521867011,105.467898,33.88170302,forest,24018.50409,98.52860507,0
-78.56787067,-166.7441277,20-07-2022 07:52,134.9647391,124.7348102,217.5816203,851.6637661,-0.732295762,0.273439297,27.12926173,69.17143972,2137.3851,67.49196745,urban,27771.58528,76.89874152,1
81.72918491,38.2228684,01-08-2022 17:55,40.81928676,96.79737654,13.2612335,675.0907037,-0.542714389,13.43401369,222.5261666,35.8162718,454.2303688,60.4415876,grassland,23810.53484,83.13714901,0
16.19206148,-7.183451873,09-11-2022 16:08,21.8737461,90.41586945,52.23832005,508.3936935,-0.158928443,15.69336528,230.1700885,80.50446675,3612.604235,55.55373409,grassland,17529.37794,58.99176869,0
51.05754229,-37.24459836,08-11-2022 21:31,17.37067041,20.91307911,86.94749017,404.9379263,0.2441734,17.24727417,341.8274245,14.70734809,3706.350501,44.29046638,agriculture,3311.798893,4.58612664,0
6.707415009,-14.35710277,05-12-2022 06:01,11.1924533,82.17906368,51.76239417,408.5715287,0.169532212,8.006009778,251.1603265,18.00672723,2786.005865,37.04950929,urban,25761.80274,97.31103493,0
-84.27515733,17.53751131,26-05-2022 08:53,43.67893121,92.08724005,9.161693978,366.1265889,0.068847007,7.119829685,321.9182146,12.87483983,1320.398053,28.94244882,grassland,39970.51995,62.79003895,0
55.11623036,89.37348854,25-01-2022 12:51,35.66747929,89.52068377,76.75161632,519.2680912,-0.630957961,4.186986467,133.369957,48.45229852,2473.019086,33.20222756,grassland,37373.54691,3.668320289,0
-70.70903796,-18.93154794,20-03-2022 09:14,23.69849707,35.51043033,97.32342604,487.7492611,0.065234533,4.849410073,96.92756314,37.72841631,80.28479111,28.9871249,grassland,26766.7782,23.32164115,0
15.15590725,85.25609114,01-12-2022 01:46,46.68459119,0.753436313,33.79991966,419.2140918,0.115484532,11.73070869,203.2050753,37.8772626,1349.787335,80.96826574,grassland,12217.65777,49.82476978,0
-2.194235854,126.2943064,19-02-2022 22:31,48.47352166,86.55071259,122.5608106,354.7416962,-0.824224751,16.11729773,20.03525617,84.23140353,206.5419115,1.641823329,wetlands,49118.93085,11.20389022,0
-59.24023427,60.71155917,15-09-2022 18:37,5.741841237,61.06200424,43.29458299,548.7429329,0.858751978,11.13525786,205.7805682,27.99790937,3077.971733,16.83393737,agriculture,21271.82193,50.76103787,0
-62.21471125,-6.789563332,19-02-2022 10:30,0.135544971,11.66960641,70.97493016,563.6611286,0.065178865,1.036470736,121.1775401,13.44146769,253.4998819,89.09642092,wetlands,34228.57739,8.786811124,0
52.97210099,-141.58827,12-08-2022 08:07,42.09143884,13.97723766,119.2900968,320.976392,0.70145492,14.91949051,147.0665855,93.29380671,3963.717906,18.4501629,urban,3324.813368,74.11206493,0
-60.54193028,-120.8643127,05-09-2022 20:36,28.87431355,35.53624518,58.72231653,519.1144878,0.62914944,13.30394441,188.3035529,35.88304841,3508.802163,35.32005967,urban,31205.07721,53.97810619,0
-78.00855977,-97.55085927,05-07-2022 15:10,49.8846308,75.240312,106.0470692,667.1431634,0.085698621,8.630562863,119.8136829,73.05491368,2774.87043,15.0057684,wetlands,24771.18132,74.14609111,0
-64.2369626,-106.3639465,07-09-2022 04:22,7.495871367,22.92513952,108.3378853,632.0219219,0.428128164,9.879629743,271.6687051,10.29160307,2145.925406,34.0939409,wetlands,6374.433117,39.72872906,0
25.40657392,69.82144001,26-06-2022 18:00,25.29443394,61.14542354,2.716527573,723.2743454,0.085448887,5.035981178,124.4505577,18.15977168,3633.802245,52.50526153,grassland,47364.16698,15.33514031,0
77.78129085,23.44794609,27-06-2022 06:33,95.08393714,111.3238046,297.7261798,1135.559235,0.393301648,18.44998762,254.6059084,15.25390429,2305.153441,54.60435417,urban,36822.21178,93.43670148,1
-67.56071738,151.5030777,24-08-2022 00:05,20.72522921,86.35181406,138.4440348,479.4200734,0.739792724,10.37676114,212.8591569,39.90027039,219.0465553,30.16775175,agriculture,39389.49444,60.37215317,0
-3.449343944,150.643701,08-06-2022 02:06,31.6132144,1.309445659,99.5306058,306.8215801,0.174136448,0.656933405,328.5898066,24.82264428,2310.527816,14.89619857,wetlands,45742.29505,36.23938991,0
82.99265714,-126.481418,06-04-2022 01:04,9.534386033,3.654966785,70.81004177,538.90468,-0.170751753,1.706993362,358.8747307,50.21950103,2381.540069,6.036882965,urban,10495.27965,89.80542894,0
-78.1724449,99.18994201,06-10-2022 02:41,13.61509274,89.74304098,78.98677,680.4498629,-0.093422331,10.48780539,158.6745889,40.07630609,2238.561325,13.97162213,forest,16718.14057,7.55033638,0
86.20765841,122.3239894,12-08-2022 14:41,11.90913905,9.944139276,36.47582865,633.3601591,0.73398752,8.159689907,198.6201343,25.3888564,784.4523988,45.49570912,forest,39995.80427,17.85446621,0
64.02536426,118.8791512,08-10-2022 15:11,29.15207805,42.14245506,133.9007567,690.466137,-0.205632941,13.36170273,73.79434635,29.31477303,3585.343274,1.170173116,forest,10394.31276,2.653220387,0
-28.47287669,-86.60756396,09-07-2022 18:24,127.9758775,111.4237926,234.866493,1194.146925,-0.240615184,11.80589885,96.5029107,62.41489078,1637.646609,49.68424628,grassland,43053.401,21.95105251,1
-5.208218515,-114.44143,03-07-2022 18:26,119.1221858,168.3183856,273.3875814,1011.864671,-0.030443266,10.24915312,267.0072999,69.88458532,1610.200174,19.62207967,urban,21085.19673,13.22762111,1
56.70979711,-0.687328736,18-04-2022 00:44,30.02584302,66.50366745,26.30569179,748.6471676,-0.8656492,8.104961761,179.0873618,72.02025816,426.3149205,12.60166848,urban,45000.93209,87.38900776,0
-14.62130552,-42.07012983,24-03-2022 21:59,45.77568386,72.15328611,91.56070005,769.5840782,0.037835411,0.939319336,59.86201275,73.80336164,331.1946717,54.28368985,grassland,3412.485268,83.70789907,0
-18.60311285,163.4712972,21-07-2022 10:49,38.54561019,10.65982531,11.27066726,636.9132537,-0.729997445,9.675098839,97.16804006,53.98427789,648.0555116,75.73766943,forest,24818.31236,59.68428489,0
-0.811563083,67.82486271,24-12-2022 21:34,48.10493929,79.00135588,103.5840349,512.7804004,-0.130345323,4.928040665,294.8768344,79.9415879,2778.785883,24.49306235,grassland,5154.687301,31.45965568,0
-74.39306186,164.9414855,01-04-2022 07:01,144.405934,103.9426811,255.8362759,1170.099327,0.516784828,12.77898771,273.2529044,72.41033293,2548.926319,88.25191202,grassland,24471.24818,22.12094418,1
-57.49643788,24.460283,13-11-2022 08:45,15.95502366,82.89154742,5.551145207,557.7619271,0.830976595,0.678919572,251.0712962,29.73490074,3697.584782,87.39524206,wetlands,23710.71083,86.2042651,0
-48.59840929,-136.5959211,26-09-2022 02:56,26.00840549,42.68170567,131.4998067,450.5036504,-0.846093597,13.92577552,122.354987,72.47667715,261.4253632,28.3761304,forest,26920.07452,66.16551751,0
-6.850286896,176.5228728,28-06-2022 20:49,31.37527316,87.36771142,147.6125204,660.9640483,-0.999524953,3.709458192,138.2270004,93.25899094,280.118823,0.853689027,wetlands,38359.41445,40.19309136,0
-14.80197921,-28.31147918,13-01-2022 12:26,92.77731337,138.4326647,251.9470924,887.3015551,0.475164603,4.775542915,39.77068073,35.46221576,1148.955967,26.66773084,wetlands,2104.659482,1.787393473,1
80.99301311,103.0842052,09-06-2022 05:56,41.89128676,23.05691958,124.5963777,272.2032572,-0.821177995,8.351615516,316.4825907,94.47320223,1869.606045,55.20702503,forest,37167.64114,6.498640948,0
-81.54983571,-41.72737986,04-03-2022 12:46,19.81210095,75.82384757,104.4030927,292.3375438,-0.926536125,19.14540526,297.4340505,80.07696871,2519.111692,19.46916207,forest,46387.61416,99.49078226,0
56.8499625,-99.20139414,15-06-2022 02:45,42.60967667,3.542236842,49.35770481,758.953693,-0.55236477,10.73948846,213.4583765,58.00862078,365.9473496,78.97147764,urban,13647.96874,47.66768283,0
42.33827781,-78.69925419,12-06-2022 10:18,44.14531346,51.60790204,135.9770579,542.7913652,-0.494701812,0.101642796,250.4571454,4.878358167,2130.410078,86.59097753,wetlands,44723.99655,99.14753351,0
29.18016182,15.76040688,23-10-2022 20:31,60.58340938,169.8990738,178.383231,1152.654853,0.728985761,14.67819838,187.6537124,86.81608041,981.142129,14.16065937,forest,16700.44394,23.86900313,1
83.03675187,-12.43079684,02-05-2022 09:25,14.35190666,61.69269184,147.1779267,579.0881162,0.75814296,0.102903415,295.1808903,22.86251615,3634.805237,0.100810033,grassland,41606.7089,50.74677338,0
-43.23535541,48.24205312,22-06-2022 20:14,46.86142436,68.78857223,10.17555887,380.5781402,0.079970759,15.5969079,38.51302998,76.10279025,2165.066315,86.66928035,agriculture,31631.09466,93.20281055,0
37.47097596,-155.7537835,26-09-2022 13:21,19.18061302,6.562614457,123.2269421,423.1001175,0.16434092,6.917661139,223.5295864,4.574203381,3486.147225,87.61400723,wetlands,22297.91535,64.75736434,0
57.3814158,-89.09685011,07-09-2022 16:13,34.0249651,65.45112143,40.98892905,770.5181374,-0.99794104,3.178765666,168.67419,94.4303635,408.7744788,76.8788797,wetlands,34684.11129,22.07696128,0
-62.80957948,-24.35947162,04-12-2022 12:43,10.01795718,86.81228135,107.238606,537.6501718,0.88723184,8.394546339,229.8693412,39.7594398,1096.860809,88.55798832,forest,16037.13702,72.44226726,0
-5.124157182,15.56381008,25-04-2022 18:59,146.7511264,118.5458875,219.3145936,800.4927341,-0.681508523,4.074024986,32.81921655,15.36580382,1814.774538,47.73189544,urban,39839.89139,29.41679733,1
17.69890772,38.63032137,12-06-2022 19:47,0.581026995,7.244688779,58.87403346,487.9633008,-0.504920089,11.16825345,81.19445128,16.08254691,2606.077867,29.33329176,grassland,39877.95503,31.03619589,0
18.00369866,-75.00147166,19-08-2022 01:54,24.11781908,21.03495799,51.90248515,665.4828415,0.389963772,17.20244794,280.746356,3.961882535,1922.027789,9.443716058,forest,5139.620225,57.09045018,0
79.42275076,-153.930142,13-12-2022 11:22,8.374129113,10.45678403,95.46453743,623.8854359,0.068484412,17.65066972,29.7030724,82.45140469,1431.205404,28.9885232,grassland,34473.24846,80.05866991,0
-84.31449393,157.0364086,11-06-2022 14:04,29.87379313,78.38325534,72.13557472,224.4524637,-0.896057433,10.82592671,255.261787,87.09691237,2856.347729,72.15552748,urban,24219.92238,66.08201183,0
-60.48009342,-22.10140206,20-05-2022 12:17,2.183082885,16.16725441,3.129170894,591.9578115,0.44965312,11.86557297,234.1059069,47.92789286,2462.968088,29.6115694,agriculture,37213.95328,87.1832779,0
-30.18336744,15.29230886,09-02-2022 00:38,42.3122646,62.87648182,110.3025448,660.6343328,-0.013446306,1.630529791,145.17409,22.05611249,1673.599155,18.32204523,agriculture,8709.666829,96.07805515,0
0.872078741,15.58818841,21-04-2022 17:14,45.61816728,21.0662189,93.44498753,578.9361321,0.027991736,11.76116756,10.58200047,39.55151698,2424.754854,53.79512087,agriculture,21086.04634,27.68277972,0
41.96034403,-132.6356334,29-12-2022 17:13,20.25103995,59.29183998,86.9122349,597.5727674,0.431649929,18.18065041,64.68591919,23.75433249,3885.580376,16.28792574,wetlands,3456.639309,43.71653888,0
-72.85292857,54.76436839,12-08-2022 06:35,3.674837367,16.97579051,77.96609228,402.2019059,-0.375703887,7.980918923,308.8750514,0.903040413,2353.650533,53.88425821,agriculture,48491.05225,45.37895414,0
59.19900586,-24.88049148,09-01-2022 23:52,35.26927971,44.63686465,129.6324267,534.8841498,-0.502571455,12.34289973,254.4397981,16.70419079,670.4768652,3.300428424,wetlands,17836.60265,53.35119253,0
7.18305111,-167.6924043,25-03-2022 10:50,2.078642953,14.8343201,147.9945184,779.0712179,0.973385961,2.459416171,83.20712847,5.169683724,2560.011867,20.22310593,wetlands,46693.75088,31.6156105,0
-89.11080343,162.6522428,03-11-2022 15:43,46.9909896,73.28989183,24.3572842,313.0094503,0.278239876,17.35836589,163.706348,51.55960286,1955.386321,60.01778318,agriculture,6287.07559,13.27146538,0
41.54930548,-123.7810159,02-02-2022 08:01,126.8519365,111.3109819,269.3265558,1167.471119,-0.530877413,19.26693666,91.9103489,66.16323504,3914.52515,33.68670904,grassland,12207.36452,83.08771913,1
18.10971766,158.7151283,24-05-2022 20:46,4.524084764,28.86855955,16.36644476,590.3069887,0.653677767,13.33943034,207.7866852,34.85736672,637.149781,54.44585304,forest,43321.93338,99.33369374,0
47.73435562,153.2429391,05-06-2022 07:26,28.17194637,38.04197042,82.27495825,557.891285,-0.123655307,18.02751299,316.0408173,31.71957168,3475.602502,33.81050267,forest,16419.06139,63.02087483,0
8.223639929,-20.00899701,23-08-2022 14:31,1.28210329,34.12478276,57.02934282,439.2936685,-0.970665886,11.74123415,60.63997865,64.25759689,3037.377312,45.04007782,wetlands,43166.68248,51.90817851,0
14.43102646,12.09691682,25-02-2022 20:02,74.34822966,192.7034545,159.0401085,1173.774411,0.215810186,15.29766523,292.6748659,71.81230762,3822.094784,1.640932441,urban,378.1437489,64.74747142,1
-26.7079163,-143.4885018,23-01-2022 10:15,20.67745508,12.18860933,27.17240243,608.6707124,-0.028256482,5.135531354,102.5542447,30.72899649,3212.103591,48.5245149,grassland,30516.68917,71.61506742,0
-57.34109741,9.05881812,27-06-2022 19:27,0.129200742,63.79852058,77.27627555,556.1231415,0.418092523,2.137538462,204.2323991,25.65627837,3851.707501,43.5191082,forest,18675.48415,52.64991942,0
52.87389307,52.77812883,09-02-2022 18:53,33.37749496,9.553531383,93.5788987,471.0606072,-0.650453114,7.215450382,326.1207977,76.99447003,2226.548232,23.0080498,agriculture,13740.30178,82.26143185,0
15.58952337,-119.5148852,08-07-2022 21:27,31.6007743,5.845461411,21.26615903,364.7241524,0.47374749,17.25594155,78.02632803,9.571455552,94.55434419,57.77743504,agriculture,10309.30823,63.79607933,0
17.46844504,63.30284823,03-08-2022 22:17,3.970968449,8.56582496,134.1286312,315.1203948,-0.114566066,8.915818292,260.8260665,1.582109177,1364.360098,73.68363514,agriculture,36216.94086,57.8386917,0
-31.79311882,-98.4036952,12-08-2022 20:26,11.54145946,45.68586449,28.54872942,231.4033255,-0.290007388,1.388476855,186.8615247,6.761256359,3201.426031,21.03408737,wetlands,13557.37183,59.28119917,0
-21.87424377,-49.34006214,02-02-2022 20:30,4.833822482,45.03709363,113.4244993,408.5429145,0.990960981,8.927047024,120.0850378,58.04750067,355.0695764,86.54991624,wetlands,34500.24454,20.09336887,0
29.68411041,106.3619859,05-06-2022 23:20,12.85236332,78.79019883,129.7029288,565.0918476,0.854355639,4.692841637,143.7537297,15.24160133,3969.934009,83.43008711,agriculture,12182.8358,67.15584436,0
1.230917728,-122.6505526,22-07-2022 11:59,22.36012703,60.05943334,77.35191415,751.6351839,-0.873781934,2.352980569,81.84862803,34.16745019,1523.638102,31.16895917,forest,27690.11204,30.55243107,0
-0.546573077,177.1768853,20-07-2022 15:28,15.23395695,8.091928305,60.44702681,304.114709,0.702849915,4.170210287,335.0142773,11.63663979,3269.798834,34.25609641,grassland,43402.83451,80.59254001,0
35.091196,-55.40409845,23-06-2022 15:32,25.12830382,39.86630278,21.95609882,420.5206534,0.951220402,12.81944155,296.0930029,13.25246727,3448.057929,83.04814715,forest,30312.64689,76.48098009,0
-77.72898431,-170.7077135,02-06-2022 11:16,10.80190913,61.95879549,97.53016386,291.2149119,-0.729667422,19.26230223,197.8306329,96.58221612,1729.991513,28.06345198,agriculture,21975.58443,10.56646843,0
-78.95706712,101.074171,06-01-2022 08:27,13.26937046,17.77663879,103.7427083,570.8310046,-0.080399152,1.16327591,358.1518742,5.7780561,2780.140915,88.53110327,urban,8533.237927,7.462981434,0
23.97413268,-97.59794226,22-07-2022 16:53,18.38796754,41.41297525,124.1306843,640.1686283,-0.534708923,4.416052596,62.55093444,65.57236726,3392.063541,65.18857227,wetlands,44330.21076,44.97846488,0
48.47488086,-176.0287448,18-03-2022 22:03,48.79368775,80.15371119,143.9364966,492.7124264,-0.167692004,9.626883033,6.909219656,25.98132087,3041.159292,12.33987352,wetlands,10760.0936,1.212077464,0
-70.24748424,17.26541603,28-09-2022 14:14,42.97826158,39.23937215,143.4333286,279.8870025,-0.091245331,16.88714165,35.30972908,48.8241137,600.1946588,29.22083342,agriculture,32585.5324,81.0685928,0
-71.61308466,57.12917263,11-11-2022 09:25,22.50622162,22.69646944,133.4086374,470.371794,0.885662283,16.17766923,27.5100694,27.93677139,3721.275539,22.77525895,wetlands,41256.6098,49.54521035,0
68.84269928,-141.9503472,22-09-2022 23:28,123.7508359,135.3251409,194.4803372,939.8812919,0.976550542,8.865461749,17.21909534,3.802184824,2984.82903,59.31319808,urban,3562.836388,1.210847523,1
49.43763561,58.09341999,17-02-2022 14:38,48.79954248,66.7350398,1.56415491,353.2480908,-0.629608864,3.482186707,35.4224339,66.03027197,3057.490649,23.85417855,agriculture,44945.0412,78.24849246,0
-43.07160601,-155.0684497,03-08-2022 16:16,40.5884894,65.64786073,19.21436195,402.9605036,0.919653036,9.565105892,322.4932551,32.22155034,500.9342817,42.69024989,grassland,30094.07948,58.24226582,0
77.05505526,-99.13837974,10-09-2022 13:14,49.62077002,67.14549349,47.5383716,727.561196,-0.255665952,8.641537659,158.1857963,61.29395825,3772.303351,21.66234406,wetlands,33799.11378,49.60478387,0
-43.48230835,15.84596851,26-11-2022 19:20,26.97781102,72.79471767,16.1915572,611.1788097,0.272141527,4.421267429,352.2230204,74.8191906,2231.252902,16.25351384,urban,16002.99163,75.31873359,0
-73.46324021,167.4467072,01-01-2022 01:26,43.66614579,63.6291354,114.1682306,296.042981,-0.02321174,3.013522154,123.258109,41.34164493,3032.740044,66.90814075,urban,14877.42257,56.50219929,0
-6.919654604,-176.6406169,01-04-2022 21:48,30.74891202,68.78841099,56.28898567,523.2174004,-0.506642271,14.5292343,357.0515825,9.917809959,1605.977263,72.00638718,urban,15546.4465,74.23480506,0
4.348650731,125.2972048,25-04-2022 07:19,6.235702846,38.5375883,96.50477699,668.2398657,0.679927961,16.65360939,3.971381134,74.95454845,3034.70556,61.05409406,urban,42098.51857,47.03190541,0
-50.90236242,-130.3837563,26-03-2022 20:01,32.1162763,6.485359448,86.99756811,536.8907528,0.326084009,0.03759767,64.21413035,2.907138034,667.5404714,16.31873519,wetlands,4649.531991,58.82022669,0
10.91881699,37.25555997,17-11-2022 09:44,41.25653338,52.02965769,56.01938942,273.4260544,0.352935874,16.09977999,97.13545925,82.50494102,1993.022729,6.935245122,wetlands,37296.26044,98.19691904,0
42.39100917,-95.09126431,19-09-2022 14:41,5.916809546,40.99048897,125.9703428,430.2997712,-0.257155996,1.250844538,288.4920897,76.6588524,2934.46332,26.94991594,forest,21062.40266,63.61773647,0
12.93700882,31.59696991,13-09-2022 16:11,2.806805171,85.27280199,33.83119949,426.1484988,-0.631047494,7.244708833,120.4240639,2.619670853,96.76705557,74.85273393,wetlands,34883.53138,92.96169229,0
-6.88809355,-6.873839729,05-07-2022 08:24,7.945408383,61.02251495,20.30311234,650.8250516,-0.129639201,18.74706588,254.1668428,63.1170646,199.3681111,81.35219972,urban,21842.53513,72.95082287,0
28.25192813,164.3812636,20-06-2022 23:38,38.83552785,6.536615756,73.13567905,220.1681601,-0.862083967,1.141094423,101.5873469,26.17056837,987.9151963,81.56291225,grassland,13597.48631,75.93982624,0
-78.72242338,146.3174832,06-11-2022 09:10,55.22578793,141.8793319,189.0236686,1092.328386,-0.721509258,10.64841365,147.9944169,34.73433263,3599.333383,1.96410571,urban,48169.72171,56.01681835,1
86.63347629,-87.64917752,20-08-2022 19:48,20.89949669,8.884024509,102.5631158,527.063317,0.308349203,3.961952655,203.5188916,46.39324867,3888.021319,54.76745454,forest,9150.772212,2.20351603,0
86.49302796,-98.13258149,23-03-2022 03:07,134.9975371,166.9022337,219.3443342,964.7062166,-0.192044247,10.85091607,285.0119958,54.88386567,2451.600643,20.35323464,grassland,24234.81436,16.57745402,1
27.17522409,16.35547299,15-10-2022 12:42,25.96929298,20.48812742,131.6745117,727.749113,-0.875453788,10.25005298,290.3053022,45.92398776,207.8263102,70.76503794,wetlands,8235.317672,33.02150649,0
66.70411651,-94.0333639,29-09-2022 05:07,32.83900524,82.21031606,57.06300113,665.3671106,-0.097521312,19.69979312,277.9244915,2.716742123,260.818365,41.75382391,agriculture,26935.0899,49.7812508,0
83.6057977,-106.6440747,28-12-2022 06:11,15.83808385,85.7179257,135.9214882,366.1426924,0.046659262,5.742759162,285.4275909,57.75933659,2538.32967,71.81227437,grassland,7897.741142,69.58991182,0
87.03386509,-129.3438499,28-05-2022 07:04,48.35633076,41.77609793,147.6165479,600.7519993,-0.595968663,3.684496785,321.8362956,65.42925523,608.4171329,39.62910765,urban,44120.81842,80.36035354,0
24.24082919,-120.2562377,28-10-2022 21:04,48.6728695,33.68405019,44.47346719,750.9247998,0.763855517,8.549793758,58.40402608,1.260751998,2239.022735,47.46596599,forest,41147.92231,20.97529477,0
